x-axis,1
second,Volt
-260.4000E-03,
-260.1500E-03,-1.3580402E+00
-259.9000E-03,-1.3655779E+00
-259.6500E-03,-1.3266332E+00
-259.4000E-03,-1.3266332E+00
-259.1500E-03,-1.3580402E+00
-258.9000E-03,-1.3655779E+00
-258.6500E-03,-1.3266332E+00
-258.4000E-03,-1.3266332E+00
-258.1500E-03,-1.3580402E+00
-257.9000E-03,-1.3266332E+00
-257.6500E-03,-1.3555276E+00
-257.4000E-03,-1.3241206E+00
-257.1500E-03,-1.3354271E+00
-256.9000E-03,-1.3266332E+00
-256.6500E-03,-1.3266332E+00
-256.4000E-03,-1.2864321E+00
-256.1500E-03,-1.2864321E+00
-255.9000E-03,-1.2864321E+00
-255.6500E-03,-1.3153266E+00
-255.4000E-03,-1.3291457E+00
-255.1500E-03,-1.3266332E+00
-254.9000E-03,-1.3253769E+00
-254.6500E-03,-1.3266332E+00
-254.4000E-03,-1.3266332E+00
-254.1500E-03,-1.2952261E+00
-253.9000E-03,-1.3253769E+00
-253.6500E-03,-1.2864321E+00
-253.4000E-03,-1.2864321E+00
-253.1500E-03,-1.3178392E+00
-252.9000E-03,-1.2851759E+00
-252.6500E-03,-1.3153266E+00
-252.4000E-03,-1.3077889E+00
-252.1500E-03,-1.2952261E+00
-251.9000E-03,-1.3253769E+00
-251.6500E-03,-1.2864321E+00
-251.4000E-03,-1.3077889E+00
-251.1500E-03,-1.3178392E+00
-250.9000E-03,-1.3266332E+00
-250.6500E-03,-1.3266332E+00
-250.4000E-03,-1.3052764E+00
-250.1500E-03,-1.2550251E+00
-249.9000E-03,-1.3253769E+00
-249.6500E-03,-1.2864321E+00
-249.4000E-03,-1.3266332E+00
-249.1500E-03,-1.3266332E+00
-248.9000E-03,-1.3266332E+00
-248.6500E-03,-1.2977387E+00
-248.4000E-03,-1.3479899E+00
-248.1500E-03,-1.2952261E+00
-247.9000E-03,-1.3266332E+00
-247.6500E-03,-1.2977387E+00
-247.4000E-03,-1.3266332E+00
-247.1500E-03,-1.3178392E+00
-246.9000E-03,-1.3266332E+00
-246.6500E-03,-1.3266332E+00
-246.4000E-03,-1.3052764E+00
-246.1500E-03,-1.2864321E+00
-245.9000E-03,-1.3266332E+00
-245.6500E-03,-1.3379397E+00
-245.4000E-03,-1.3077889E+00
-245.1500E-03,-1.3354271E+00
-244.9000E-03,-1.3278894E+00
-244.6500E-03,-1.3266332E+00
-244.4000E-03,-1.3266332E+00
-244.1500E-03,-1.3178392E+00
-243.9000E-03,-1.3266332E+00
-243.6500E-03,-1.3266332E+00
-243.4000E-03,-1.3668342E+00
-243.1500E-03,-1.3580402E+00
-242.9000E-03,-1.3668342E+00
-242.6500E-03,-1.3266332E+00
-242.4000E-03,-1.3241206E+00
-242.1500E-03,-1.3580402E+00
-241.9000E-03,-1.3668342E+00
-241.6500E-03,-1.3379397E+00
-241.4000E-03,-1.3454774E+00
-241.1500E-03,-1.3668342E+00
-240.9000E-03,-1.3668342E+00
-240.6500E-03,-1.3668342E+00
-240.4000E-03,-1.3643216E+00
-240.1500E-03,-1.3354271E+00
-239.9000E-03,-1.3655779E+00
-239.6500E-03,-1.3668342E+00
-239.4000E-03,-1.3668342E+00
-239.1500E-03,-1.3354271E+00
-238.9000E-03,-1.4070352E+00
-238.6500E-03,-1.3668342E+00
-238.4000E-03,-1.3668342E+00
-238.1500E-03,-1.3266332E+00
-237.9000E-03,-1.3266332E+00
-237.6500E-03,-1.3957286E+00
-237.4000E-03,-1.3668342E+00
-237.1500E-03,-1.3756281E+00
-236.9000E-03,-1.3668342E+00
-236.6500E-03,-1.3781407E+00
-236.4000E-03,-1.3668342E+00
-236.1500E-03,-1.3668342E+00
-235.9000E-03,-1.4057789E+00
-235.6500E-03,-1.3668342E+00
-235.4000E-03,-1.3479899E+00
-235.1500E-03,-1.3756281E+00
-234.9000E-03,-1.4057789E+00
-234.6500E-03,-1.3957286E+00
-234.4000E-03,-1.3668342E+00
-234.1500E-03,-1.3756281E+00
-233.9000E-03,-1.3278894E+00
-233.6500E-03,-1.3555276E+00
-233.4000E-03,-1.3668342E+00
-233.1500E-03,-1.3668342E+00
-232.9000E-03,-1.3668342E+00
-232.6500E-03,-1.3668342E+00
-232.4000E-03,-1.3479899E+00
-232.1500E-03,-1.3668342E+00
-231.9000E-03,-1.3668342E+00
-231.6500E-03,-1.3957286E+00
-231.4000E-03,-1.3668342E+00
-231.1500E-03,-1.3354271E+00
-230.9000E-03,-1.3668342E+00
-230.6500E-03,-1.3555276E+00
-230.4000E-03,-1.3668342E+00
-230.1500E-03,-1.3354271E+00
-229.9000E-03,-1.3266332E+00
-229.6500E-03,-1.3668342E+00
-229.4000E-03,-1.3077889E+00
-229.1500E-03,-1.3668342E+00
-228.9000E-03,-1.3668342E+00
-228.6500E-03,-1.3668342E+00
-228.4000E-03,-1.3454774E+00
-228.1500E-03,-1.3580402E+00
-227.9000E-03,-1.3668342E+00
-227.6500E-03,-1.3668342E+00
-227.4000E-03,-1.3266332E+00
-227.1500E-03,-1.3354271E+00
-226.9000E-03,-1.4057789E+00
-226.6500E-03,-1.3379397E+00
-226.4000E-03,-1.3266332E+00
-226.1500E-03,-1.3668342E+00
-225.9000E-03,-1.4045226E+00
-225.6500E-03,-1.3668342E+00
-225.4000E-03,-1.3668342E+00
-225.1500E-03,-1.3668342E+00
-224.9000E-03,-1.3278894E+00
-224.6500E-03,-1.3266332E+00
-224.4000E-03,-1.3881909E+00
-224.1500E-03,-1.3668342E+00
-223.9000E-03,-1.3668342E+00
-223.6500E-03,-1.3668342E+00
-223.4000E-03,-1.3454774E+00
-223.1500E-03,-1.3266332E+00
-222.9000E-03,-1.3668342E+00
-222.6500E-03,-1.3266332E+00
-222.4000E-03,-1.3668342E+00
-222.1500E-03,-1.3756281E+00
-221.9000E-03,-1.3668342E+00
-221.6500E-03,-1.3781407E+00
-221.4000E-03,-1.3668342E+00
-221.1500E-03,-1.3354271E+00
-220.9000E-03,-1.3668342E+00
-220.6500E-03,-1.3492462E+00
-220.4000E-03,-1.3668342E+00
-220.1500E-03,-1.3982412E+00
-219.9000E-03,-1.3668342E+00
-219.6500E-03,-1.3957286E+00
-219.4000E-03,-1.3856784E+00
-219.1500E-03,-1.4070352E+00
-218.9000E-03,-1.3680904E+00
-218.6500E-03,-1.3668342E+00
-218.4000E-03,-1.3881909E+00
-218.1500E-03,-1.3668342E+00
-217.9000E-03,-1.3680904E+00
