IL,165807,-0.055762,-19.60941 
IL,165809,-0.031917,-14.84520 
IL,165812,-0.021251,-12.71483 
OL,165812,-0.440554,-1.382223 
IL,165814,0.109439,13.42963 
IL,165817,0.140634,19.68477 
IL,165819,0.155077,22.59252 
IL,165822,0.184047,28.40818 
IL,165824,0.213856,34.39549 
IL,165827,0.220981,35.84813 
IL,165829,0.239822,39.64565 
IL,165832,0.290504,49.81559 
IL,165834,0.296211,50.99416 
IL,165837,0.299616,51.71284 
IL,165839,0.322553,56.33961 
IL,165842,0.335509,58.97240 
IL,165844,0.347773,61.46825 
OL,165844,-0.432392,-1.280760 
IL,165847,0.476667,87.29913 
IL,165849,0.474078,86.84101 
IL,165852,0.469679,86.02065 
IL,165854,0.488592,89.86337 
IL,165857,0.500312,92.26955 
IL,165859,0.507448,93.76015 
IL,165862,0.514244,95.18350 
IL,165864,0.505727,93.54398 
IL,165867,0.505705,93.60310 
IL,165869,0.521128,96.75209 
IL,165872,0.520469,96.68564 
IL,165874,0.516276,95.91217 
IL,165877,0.516604,96.04258 
OL,165877,-0.432392,-1.242360 
IL,165879,0.542950,101.3781 
IL,165882,0.543934,101.6430 
IL,165884,0.550624,103.0497 
IL,165887,0.532871,99.56690 
IL,165889,0.530250,99.10931 
IL,165892,0.526191,98.36363 
IL,165894,0.503933,93.97663 
IL,165897,0.504174,94.08799 
IL,165899,0.502998,93.91573 
IL,165902,0.487380,90.85410 
IL,165904,0.485675,90.57410 
IL,165907,0.464861,86.47083 
IL,165909,0.446735,82.90259 
OL,165909,-0.432392,-1.216989 
IL,165912,0.475001,88.61358 
IL,165914,0.459048,85.48132 
IL,165917,0.451898,84.10838 
IL,165919,0.445280,82.84081 
IL,165922,0.411061,76.05075 
IL,165924,0.404658,74.82106 
IL,165927,0.402843,74.50860 
IL,165929,0.386053,71.19997 
IL,165932,0.380591,70.15549 
IL,165934,0.361828,66.44942 
IL,165937,0.332870,60.70123 
IL,165939,0.336299,61.42890 
IL,165942,0.323590,58.92837 
OL,165942,-0.408128,-1.088071 
IL,165944,0.449976,84.25393 
IL,165947,0.444699,83.25434 
IL,165949,0.401381,74.64369 
IL,165952,0.393267,73.07050 
IL,165954,0.395891,73.64462 
IL,165957,0.375815,69.67762 
IL,165959,0.372733,69.10793 
IL,165962,0.351854,64.97740 
IL,165964,0.320736,58.79568 
IL,165967,0.322509,59.19052 
IL,165969,0.314332,57.59477 
IL,165972,0.300330,54.83282 
IL,165974,0.291616,53.12708 
OL,165974,-0.253620,-0.374456 
IL,165977,0.967928,188.4681 
IL,165979,0.960469,187.0968 
IL,165982,0.958531,186.8289 
IL,165984,0.943104,183.8624 
IL,165987,0.933867,182.1321 
IL,165989,0.919253,179.3252 
IL,165992,0.893370,174.2617 
IL,165994,0.885180,172.7348 
IL,165997,0.875443,170.8973 
IL,165999,0.860601,168.0372 
IL,166002,0.851123,166.2486 
IL,166004,0.814479,159.0238 
IL,166007,0.799989,156.2264 
OL,166007,-0.246885,-0.440696 
IL,166009,0.724274,141.1786 
IL,166012,0.705749,137.5626 
IL,166014,0.692205,134.9410 
IL,166017,0.660243,128.6330 
IL,166019,0.637011,124.0674 
IL,166022,0.630064,122.7571 
IL,166024,0.606927,118.2067 
IL,166027,0.591338,115.1636 
IL,166029,0.566117,110.1915 
IL,166032,0.525928,102.2216 
IL,166034,0.522934,101.6881 
IL,166037,0.509186,99.00281 
IL,166039,0.484549,94.13739 
OL,166039,-0.246885,-0.515602 
IL,166042,0.396364,76.55504 
IL,166044,0.350046,67.33800 
IL,166047,0.335340,64.43941 
IL,166049,0.327419,62.89628 
IL,166052,0.312248,59.90189 
IL,166054,0.296669,56.82392 
IL,166057,0.259588,49.44224 
IL,166059,0.233409,44.23697 
IL,166062,0.224268,42.43707 
IL,166064,0.214541,40.51897 
IL,166067,0.206337,38.90421 
IL,166069,0.181107,33.88226 
IL,166072,0.142325,26.14577 
OL,166072,-0.152483,-0.131198 
IL,166074,0.515279,100.7775 
IL,166077,0.506622,99.10975 
IL,166079,0.502784,98.40495 
IL,166082,0.494262,96.76266 
IL,166084,0.454783,88.92587 
IL,166087,0.432877,84.59998 
IL,166089,0.428463,83.77080 
IL,166092,0.419931,82.11726 
IL,166094,0.417380,81.65916 
IL,166097,0.393385,76.91055 
IL,166099,0.356917,69.66357 
IL,166102,0.352840,68.89229 
IL,166104,0.344677,67.30309 
OL,166104,-0.152483,-0.227654 
IL,166107,0.246459,47.69619 
IL,166109,0.235615,45.55731 
IL,166112,0.194484,37.35779 
IL,166114,0.185448,35.57410 
IL,166117,0.182605,35.02827 
IL,166119,0.174047,33.33876 
IL,166122,0.164452,31.44066 
IL,166124,0.136724,25.91363 
IL,166127,0.120389,22.66266 
IL,166129,0.120903,22.78019 
IL,166132,0.113033,21.22066 
IL,166134,0.104985,19.62453 
IL,166137,0.085603,15.75990 
OL,166137,-0.152483,-0.297277 
IL,166139,-0.004254,-2.206872 
IL,166142,-0.002843,-1.925239 
IL,166144,-0.004086,-2.174495 
IL,166147,-0.009475,-3.253411 
IL,166149,-0.023620,-6.084609 
IL,166152,-0.043165,-9.997990 
IL,166154,-0.041011,-9.572668 
IL,166157,-0.033695,-8.114130 
IL,166159,-0.037238,-8.827290 
IL,166162,-0.043832,-10.15130 
IL,166164,-0.059335,-13.25864 
IL,166167,-0.067353,-14.87020 
IL,166169,-0.055209,-12.44926 
OL,166169,-0.136809,-0.274829 
IL,166172,-0.029844,-7.381704 
IL,166174,-0.032919,-8.000694 
IL,166177,-0.039224,-9.266370 
IL,166179,-0.053966,-12.22076 
IL,166182,-0.048712,-11.17650 
IL,166184,-0.033172,-8.073603 
IL,166187,-0.034058,-8.255060 
IL,166189,-0.037235,-8.895115 
IL,166192,-0.044452,-10.34371 
IL,166194,-0.050656,-11.59057 
IL,166197,-0.037443,-8.953614 
IL,166199,-0.025310,-6.530937 
IL,166202,-0.027646,-7.001518 
IL,166204,-0.029896,-7.455289 
IL,166207,-0.040053,-9.491128 
IL,166209,-0.035546,-8.594509 
IL,166212,-0.012499,-3.988256 
IL,166214,-0.011541,-3.798083 
IL,166217,-0.015174,-4.526589 
IL,166219,-0.018003,-5.094398 
IL,166222,-0.021796,-5.855553 
IL,166224,-0.008042,-3.106698 
IL,166227,0.004961,-0.506270 
IL,166229,0.001007,-1.296704 
IL,166232,-0.001366,-1.771626 
IL,166234,-0.004497,-2.398167 
IL,166237,-0.001412,-1.781601 
IL,166239,0.017805,2.063011 
IL,166242,0.019419,2.388067 
IL,166244,0.015500,1.606450 
IL,166247,0.018489,2.206173 
IL,166249,0.016950,1.900593 
IL,166252,0.027438,4.000865 
OL,166252,-0.094387,-0.123621 
IL,166254,0.192091,36.94522 
IL,166257,0.191998,36.95063 
IL,166259,0.191548,36.88445 
IL,166262,0.196235,37.84610 
IL,166264,0.197539,38.13135 
IL,166267,0.210919,40.83282 
IL,166269,0.219568,42.58948 
IL,166272,0.217466,42.19632 
IL,166274,0.222890,43.30869 
IL,166277,0.224331,43.62483 
IL,166279,0.225955,43.97758 
IL,166282,0.239915,46.79873 
IL,166284,0.243166,47.47896 
IL,166287,0.242054,47.28695 
IL,166289,0.249218,48.75034 
OL,166289,-0.082385,-0.126642 
IL,166292,0.244538,47.84517 
IL,166294,0.250151,48.99849 
IL,166297,0.258896,50.77921 
IL,166299,0.259882,51.00872 
IL,166302,0.263049,51.67481 
IL,166304,0.266347,52.36732 
IL,166307,0.263060,51.74299 
IL,166309,0.270525,53.26912 
IL,166312,0.277632,54.72472 
IL,166314,0.277453,54.72359 
IL,166317,0.283500,55.96780 
IL,166319,0.279998,55.30259 
IL,166322,0.278268,54.99135 
IL,166324,0.287224,56.81774 
IL,166327,0.286632,56.73514 
IL,166329,0.288560,57.15664 
IL,166332,0.290452,57.57105 
IL,166334,0.281615,55.83942 
IL,166337,0.283244,56.20031 
IL,166339,0.287481,57.08322 
IL,166342,0.285455,56.71380 
IL,166344,0.290960,57.85077 
IL,166347,0.286709,57.03650 
IL,166349,0.278687,55.46720 
IL,166352,0.284489,56.66275 
IL,166354,0.283941,56.58861 
IL,166357,0.284192,56.67412 
IL,166359,0.287525,57.37625 
IL,166362,0.277787,55.46398 
IL,166364,0.276061,55.15317 
IL,166367,0.276799,55.33525 
IL,166369,0.272535,54.51670 
IL,166372,0.277520,55.54790 
IL,166374,0.272962,54.67064 
IL,166377,0.263265,52.76453 
IL,166379,0.266238,53.39204 
IL,166382,0.262611,52.69957 
IL,166384,0.262170,52.64403 
IL,166387,0.266478,53.53865 
IL,166389,0.258317,51.93895 
IL,166392,0.254683,51.24415 
IL,166394,0.256234,51.58623 
IL,166397,0.250604,50.49158 
IL,166399,0.254779,51.35807 
IL,166402,0.257494,51.93298 
IL,166404,0.249234,50.31257 
IL,166407,0.254041,51.30523 
IL,166409,0.251582,50.84492 
IL,166412,0.246331,49.82565 
IL,166414,0.253921,51.37467 
IL,166417,0.249833,50.58857 
IL,166419,0.248969,50.44680 
IL,166422,0.252954,51.27496 
OL,166422,-0.028190,0.075796 
IL,166424,0.445925,89.91270 
IL,166427,0.448044,90.39214 
IL,166429,0.452531,91.34578 
IL,166432,0.447215,90.33860 
IL,166434,0.452063,91.36431 
IL,166437,0.450041,91.01599 
IL,166439,0.442604,89.58423 
IL,166442,0.446248,90.36856 
IL,166444,0.443422,89.85866 
IL,166447,0.443402,89.90996 
IL,166449,0.448812,91.04741 
IL,166452,0.436874,88.71507 
IL,166454,0.433316,88.05766 
OL,166454,-0.028190,0.007676 
IL,166457,0.367589,74.96203 
IL,166459,0.363255,74.14083 
IL,166462,0.365116,74.55823 
IL,166464,0.361383,73.85696 
IL,166467,0.349819,71.58831 
IL,166469,0.346069,70.88174 
IL,166472,0.339421,69.59470 
IL,166474,0.337490,69.25072 
IL,166477,0.340342,69.86323 
IL,166479,0.329359,67.70837 
IL,166482,0.321352,66.14732 
IL,166484,0.313470,64.61044 
ý	  »       QB@IL,166487,0.307994,63.55402 
OL,166487,-0.028190,-0.041114 
IL,166489,0.265955,55.18194 
IL,166492,0.264085,54.84080 
IL,166494,0.253921,52.84021 
IL,166497,0.249010,51.88924 
IL,166499,0.238820,49.88166 
IL,166502,0.239103,49.96795 
IL,166504,0.245764,51.33035 
IL,166507,0.238489,49.90541 
IL,166509,0.234983,49.23358 
IL,166512,0.225962,47.45800 
IL,166514,0.216724,45.63803 
IL,166517,0.226250,47.57072 
IL,166519,0.230234,48.39596 
OL,166519,-0.019247,-0.034501 
IL,166522,0.228878,48.15315 
IL,166524,0.225995,47.60489 
IL,166527,0.218855,46.20460 
IL,166529,0.215705,45.60147 
IL,166532,0.227745,48.03713 
IL,166534,0.225346,47.58554 
IL,166537,0.222795,47.10311 
IL,166539,0.219674,46.50628 
IL,166542,0.211156,44.82955 
IL,166544,0.217459,46.11672 
IL,166547,0.226810,48.01454 
IL,166549,0.223698,47.42007 
IL,166552,0.221429,46.99402 
OL,166552,0.009325,0.067944 
IL,166554,0.319132,66.56805 
IL,166557,0.316792,66.13979 
IL,166559,0.327028,68.22694 
IL,166562,0.327378,68.33772 
IL,166564,0.325713,68.04527 
IL,166567,0.324715,67.88610 
IL,166569,0.316936,66.37041 
IL,166572,0.318255,66.67357 
IL,166574,0.324702,68.00311 
IL,166577,0.323492,67.80126 
IL,166579,0.325165,68.17628 
IL,166582,0.319376,67.05867 
IL,166584,0.314354,66.09361 
OL,166584,0.009325,0.029085 
IL,166587,0.281939,59.64770 
IL,166589,0.282729,59.84071 
IL,166592,0.282585,59.84710 
IL,166594,0.283443,60.05395 
IL,166597,0.275272,58.45454 
IL,166599,0.277331,58.90052 
IL,166602,0.280268,59.52270 
IL,166604,0.275843,58.67216 
IL,166607,0.282357,60.00975 
IL,166609,0.279487,59.47060 
IL,166612,0.271125,57.83238 
IL,166614,0.277851,59.21166 
IL,166617,0.275852,58.84635 
OL,166617,0.009325,0.001373 
IL,166619,0.245977,52.90379 
IL,166622,0.252034,54.14619 
IL,166624,0.245316,52.83348 
IL,166627,0.244842,52.76910 
IL,166629,0.252131,54.25769 
IL,166632,0.245849,53.03222 
IL,166634,0.251677,54.22885 
IL,166637,0.255478,55.02063 
IL,166639,0.248875,53.73131 
IL,166642,0.256133,55.21422 
IL,166644,0.257291,55.47784 
IL,166647,0.251470,54.34512 
IL,166649,0.258732,55.82938 
OL,166649,0.036658,0.108754 
IL,166652,0.365759,77.27352 
IL,166654,0.364409,77.04894 
IL,166657,0.371662,78.54548 
IL,166659,0.367653,77.78961 
IL,166662,0.369197,78.14433 
IL,166664,0.375249,79.40108 
IL,166667,0.372464,78.89062 
IL,166669,0.376538,79.75207 
IL,166672,0.379229,80.33726 
IL,166674,0.372623,79.06290 
IL,166677,0.376991,79.98306 
IL,166679,0.377676,80.16698 
IL,166682,0.376645,80.00783 
OL,166682,0.047524,0.128955 
IL,166684,0.401708,85.06886 
IL,166687,0.398292,84.43548 
IL,166689,0.396355,84.09746 
IL,166692,0.397575,84.39081 
IL,166694,0.394711,83.86742 
IL,166697,0.399864,84.94751 
IL,166699,0.400517,85.12783 
IL,166702,0.392669,83.60750 
IL,166704,0.393860,83.89469 
IL,166707,0.388889,82.94924 
IL,166709,0.388909,83.00163 
IL,166712,0.395407,84.35001 
IL,166714,0.388455,83.00827 
OL,166714,0.047524,0.100985 
IL,166717,0.358377,77.03908 
IL,166719,0.356120,76.63208 
IL,166722,0.348765,75.20497 
IL,166724,0.357599,77.01575 
IL,166727,0.359406,77.42155 
IL,166729,0.350954,75.77541 
IL,166732,0.351822,75.99262 
IL,166734,0.344834,74.63849 
IL,166737,0.342102,74.13472 
IL,166739,0.354486,76.65477 
IL,166742,0.352047,76.21088 
IL,166744,0.345743,74.99359 
IL,166747,0.344564,74.80059 
OL,166747,0.047524,0.081232 
IL,166749,0.317489,69.42680 
IL,166752,0.322769,70.52249 
IL,166754,0.330443,72.09799 
IL,166757,0.324734,70.99689 
IL,166759,0.322138,70.51791 
IL,166762,0.317784,69.68674 
IL,166764,0.311796,68.52825 
IL,166767,0.320731,70.35468 
IL,166769,0.326273,71.50333 
IL,166772,0.320283,70.34538 
IL,166774,0.316357,69.59978 
IL,166777,0.311824,68.73209 
IL,166779,0.313544,69.11510 
OL,166779,0.077313,0.205901 
IL,166782,0.446447,95.74282 
IL,166784,0.448069,96.12301 
IL,166787,0.443769,95.31850 
IL,166789,0.434918,93.60279 
IL,166792,0.432944,93.26208 
IL,166794,0.441137,94.95507 
IL,166797,0.444711,95.72488 
IL,166799,0.444519,95.74195 
IL,166802,0.435844,94.06158 
IL,166804,0.427475,92.44154 
IL,166807,0.432525,93.50505 
IL,166809,0.436142,94.28246 
IL,166812,0.434994,94.10703 
IL,166814,0.436550,94.47253 
IL,166817,0.425690,92.35423 
OL,166817,0.077313,0.178469 
IL,166819,0.390542,85.37532 
IL,166822,0.397949,86.90569 
IL,166824,0.398667,87.09895 
IL,166827,0.396538,86.72256 
IL,166829,0.395803,86.62480 
IL,166832,0.381765,83.86544 
IL,166834,0.381721,83.90417 
IL,166837,0.389402,85.48821 
IL,166839,0.386734,85.00278 
IL,166842,0.383657,84.43522 
IL,166844,0.378349,83.42096 
IL,166847,0.370512,81.90020 
IL,166849,0.374046,82.65312 
IL,166852,0.377059,83.30254 
OL,166852,0.081873,0.180455 
IL,166854,0.374313,82.79995 
IL,166857,0.372446,82.47285 
IL,166859,0.368409,81.71148 
IL,166862,0.364058,80.88672 
IL,166864,0.369379,81.99644 
IL,166867,0.370243,82.21530 
IL,166869,0.363879,80.98804 
IL,166872,0.361832,80.62366 
IL,166874,0.360530,80.40818 
IL,166877,0.359627,80.27228 
IL,166879,0.362215,80.83469 
IL,166882,0.360337,80.50397 
IL,166884,0.354550,79.39109 
IL,166887,0.351392,78.80319 
OL,166887,0.097895,0.238895 
IL,166889,0.412541,91.08052 
IL,166892,0.412242,91.07191 
IL,166894,0.410779,90.83047 
IL,166897,0.408070,90.33958 
IL,166899,0.401456,89.06706 
IL,166902,0.402765,89.37890 
IL,166904,0.406321,90.14032 
IL,166907,0.403494,89.62525 
IL,166909,0.399138,88.80396 
IL,166912,0.395633,88.15233 
IL,166914,0.388650,86.80456 
IL,166917,0.391649,87.45294 
IL,166919,0.397378,88.64773 
IL,166922,0.391741,87.56927 
IL,166924,0.383567,85.98276 
IL,166927,0.378762,85.06907 
IL,166929,0.377847,84.93300 
OL,166929,0.097895,0.218257 
IL,166932,0.364952,82.40015 
IL,166934,0.366648,82.78493 
IL,166937,0.354945,80.48906 
IL,166939,0.347382,79.02007 
IL,166942,0.344474,78.48150 
IL,166944,0.347388,79.10728 
IL,166947,0.355260,80.72529 
IL,166949,0.351551,80.02736 
IL,166952,0.337429,77.24579 
IL,166954,0.333347,76.47092 
IL,166957,0.333857,76.61440 
IL,166959,0.339932,77.87137 
IL,166962,0.346833,79.29420 
IL,166964,0.338246,77.61921 
IL,166967,0.327973,75.60606 
IL,166969,0.325059,75.06377 
IL,166972,0.331363,76.36531 
IL,166974,0.339868,78.10796 
IL,166977,0.337378,77.65203 
IL,166979,0.330881,76.39410 
IL,166982,0.320909,74.44019 
IL,166984,0.320486,74.39532 
IL,166987,0.329753,76.28918 
IL,166989,0.334597,77.29916 
IL,166992,0.328664,76.15382 
IL,166994,0.319463,74.35387 
IL,166997,0.312928,73.08605 
IL,166999,0.317668,74.07323 
IL,167002,0.328518,76.28329 
IL,167004,0.327191,76.05861 
IL,167007,0.320865,74.83370 
IL,167009,0.315962,73.89252 
IL,167012,0.311858,73.11083 
IL,167014,0.321196,75.01772 
IL,167017,0.327199,76.25849 
IL,167019,0.322010,75.26105 
IL,167022,0.315504,73.99924 
IL,167024,0.311595,73.25636 
IL,167027,0.311080,73.19208 
IL,167029,0.318931,74.80124 
IL,167032,0.320147,75.08410 
IL,167034,0.315172,74.12858 
IL,167037,0.309413,73.01549 
IL,167039,0.308040,72.77937 
IL,167042,0.312336,73.67705 
IL,167044,0.315429,74.33465 
IL,167047,0.312429,73.77361 
IL,167049,0.307947,72.91557 
IL,167052,0.304249,72.21411 
IL,167054,0.306489,72.69991 
IL,167057,0.310731,73.58672 
IL,167059,0.309301,73.33910 
IL,167062,0.306578,72.83263 
OL,167062,0.126396,0.336545 
IL,167064,0.421500,95.86227 
IL,167067,0.420988,95.81229 
IL,167069,0.428382,97.34386 
IL,167072,0.427488,97.21838 
IL,167074,0.421687,96.11079 
IL,167077,0.421961,96.21822 
IL,167079,0.422087,96.29588 
IL,167082,0.425363,97.00367 
IL,167084,0.428408,97.66575 
IL,167087,0.421768,96.39056 
IL,167089,0.417899,95.66907 
IL,167092,0.418064,95.75394 
IL,167094,0.418755,95.94416 
OL,167094,0.132506,0.338257 
IL,167097,0.424981,97.24182 
IL,167099,0.423636,97.02565 
IL,167102,0.414395,95.22944 
IL,167104,0.410359,94.47370 
IL,167107,0.411964,94.84570 
IL,167109,0.416234,95.75115 
IL,167112,0.419168,96.38987 
IL,167114,0.410759,94.75962 
IL,167117,0.403067,93.27193 
IL,167119,0.399595,92.62724 
IL,167122,0.403465,93.45129 
IL,167124,0.409749,94.75862 
IL,167127,0.404864,93.83213 
OL,167127,0.136844,0.336320 
IL,167129,0.394224,91.75378 
IL,167132,0.382627,89.48280 
IL,167134,0.381544,89.31363 
IL,167137,0.391368,91.32648 
IL,167139,0.394181,91.93787 
IL,167142,0.382377,89.62532 
IL,167144,0.373261,87.84911 
IL,167147,0.365223,86.28735 
IL,167149,0.368300,86.94826 
IL,167152,0.379788,89.29235 
IL,167154,0.375477,88.47704 
IL,167157,0.364456,86.31897 
IL,167159,0.356821,84.83672 
OL,167159,0.136844,0.318572 
IL,167162,0.332247,79.96478 
IL,167164,0.341559,81.86883 
IL,167167,0.347521,83.10415 
IL,167169,0.338237,81.28992 
IL,167172,0.326398,78.96336 
IL,167174,0.319766,77.67715 
IL,167177,0.318783,77.52010 
IL,167179,0.327642,79.33193 
IL,167182,0.330643,79.97308 
IL,167184,0.322252,78.33537 
IL,167187,0.306977,75.31953 
IL,167189,0.305992,75.16051 
IL,167192,0.311310,76.26232 
OL,167192,0.136844,0.306547 
IL,167194,0.301660,74.37048 
IL,167197,0.300188,74.11340 
IL,167199,0.288375,71.78718 
IL,167202,0.278895,69.92641 
IL,167204,0.285536,71.28970 
IL,167207,0.290146,72.24733 
IL,167209,0.286364,71.52674 
IL,167212,0.282693,70.82779 
IL,167214,0.273717,69.06713 
IL,167217,0.273912,69.14018 
IL,167219,0.282534,70.89899 
IL,167222,0.280872,70.60167 
IL,167224,0.274759,69.41358 
OL,167224,0.138427,0.305973 
IL,167227,0.271222,68.74002 
IL,167229,0.268333,68.19565 
IL,167232,0.273398,69.24241 
IL,167234,0.277024,70.00164 
IL,167237,0.267852,68.20108 
IL,167239,0.261384,66.94041 
IL,167242,0.263590,67.41416 
IL,167244,0.266580,68.04507 
IL,167247,0.269500,68.66244 
IL,167249,0.268368,68.46953 
IL,167252,0.259264,66.68142 
IL,167254,0.255657,65.99198 
IL,167257,0.263145,67.52191 
OL,167257,0.139214,0.303674 
IL,167259,0.267878,68.50140 
IL,167262,0.267365,68.43209 
IL,167264,0.260942,67.18027 
IL,167267,0.253974,65.81872 
IL,167269,0.252677,65.59079 
IL,167272,0.266713,68.43019 
IL,167274,0.270384,69.19782 
IL,167277,0.264435,68.04111 
IL,167279,0.257487,66.68407 
IL,167282,0.248521,64.92229 
IL,167284,0.253598,65.96873 
IL,167287,0.267601,68.80174 
IL,167289,0.266088,68.53232 
OL,167289,0.139214,0.299606 
IL,167292,0.254815,66.30990 
IL,167294,0.247132,64.80442 
IL,167297,0.242929,63.99427 
IL,167299,0.253655,66.17025 
IL,167302,0.266770,68.82569 
IL,167304,0.261516,67.80762 
IL,167307,0.251767,65.88975 
IL,167309,0.247364,65.04012 
IL,167312,0.249068,65.41163 
IL,167314,0.264845,68.59887 
IL,167317,0.270524,69.76796 
IL,167319,0.261015,67.89912 
IL,167322,0.252986,66.32530 
OL,167322,0.139214,0.297363 
IL,167324,0.248658,65.49088 
IL,167327,0.257490,67.28857 
IL,167329,0.265693,68.96174 
IL,167332,0.268610,69.57827 
IL,167334,0.257886,67.46618 
IL,167337,0.250807,66.08202 
IL,167339,0.255502,67.05241 
IL,167342,0.263093,68.60280 
IL,167344,0.268952,69.80754 
IL,167347,0.268792,69.80900 
IL,167349,0.256594,67.40202 
IL,167352,0.252947,66.70422 
IL,167354,0.265069,69.16077 
OL,167354,0.138226,0.291824 
IL,167357,0.263705,68.92081 
IL,167359,0.264428,69.09813 
IL,167362,0.263501,68.94543 
IL,167364,0.254871,67.25162 
IL,167367,0.258327,67.97477 
IL,167369,0.267839,69.90970 
IL,167372,0.265222,69.41952 
IL,167374,0.263508,69.10945 
IL,167377,0.260673,68.57505 
IL,167379,0.258087,68.09018 
IL,167382,0.265211,69.54749 
IL,167384,0.266218,69.78175 
IL,167387,0.258899,68.35068 
OL,167387,0.137144,0.287376 
IL,167389,0.254362,67.47519 
IL,167392,0.255711,67.77659 
IL,167394,0.255975,67.86106 
IL,167397,0.261181,68.93451 
IL,167399,0.261379,69.00649 
IL,167402,0.254367,67.63620 
IL,167404,0.255405,67.87547 
IL,167407,0.261863,69.19912 
IL,167409,0.265172,69.89361 
IL,167412,0.266915,70.27528 
IL,167414,0.263367,69.59869 
IL,167417,0.257349,68.42744 
IL,167419,0.260482,69.08614 
OL,167419,0.137144,0.289093 
IL,167422,0.272811,71.58509 
IL,167424,0.274669,71.99071 
IL,167427,0.271994,71.48981 
IL,167429,0.266992,70.52296 
IL,167432,0.260662,69.28967 
IL,167434,0.270778,71.34581 
IL,167437,0.279739,73.17221 
IL,167439,0.277395,72.73819 
IL,167442,0.274379,72.16927 
IL,167444,0.267991,70.92532 
IL,167447,0.263989,70.15787 
IL,167449,0.277046,72.80283 
IL,167452,0.286013,74.63138 
IL,167454,0.279553,73.37447 
IL,167457,0.273468,72.19189 
OL,167457,0.134031,0.276491 
IL,167459,0.254996,68.53030 
IL,167462,0.256554,68.87370 
IL,167464,0.270826,71.76080 
IL,167467,0.274903,72.60997 
IL,167469,0.266404,70.94388 
IL,167472,0.257855,69.26665 
IL,167474,0.254501,68.62768 
IL,167477,0.262823,70.32422 
