Objects
50
,,Global Angle Drone_2:Drone_2,,,,,,
Frame,Sub Frame,RX,RY,RZ,TX,TY,TZ
,,rad,rad,rad,mm,mm,mm
215,0,-0.002389,0.009629,0.114995,11.818772,-17.383810,533.598938
216,0,-0.004887,0.007922,0.115642,12.272705,-18.067247,551.326782
217,0,-0.006661,0.005038,0.114683,12.718760,-18.886723,569.005310
218,0,-0.006654,0.004803,0.114509,13.307587,-19.626591,586.655762
219,0,-0.007784,0.002782,0.111434,13.872630,-20.137838,604.167297
220,0,-0.008249,0.004114,0.112910,14.587380,-20.977213,621.382629
221,0,-0.008983,0.004173,0.113292,15.242079,-21.806286,638.451965
222,0,-0.009136,0.005140,0.113304,16.081354,-22.507750,655.401550
223,0,-0.008996,0.003431,0.112154,16.876125,-23.275354,672.174988
224,0,-0.008964,0.003361,0.112971,17.692341,-24.164082,688.608398
225,0,-0.009507,0.001078,0.112243,18.592409,-24.946930,704.828247
226,0,-0.011400,-0.004346,0.110510,19.481005,-25.781693,721.212830
227,0,-0.010573,-0.004397,0.112836,20.430531,-26.501780,736.871277
228,0,-0.008805,-0.006691,0.112780,21.373583,-27.346157,752.358643
229,0,-0.008073,-0.012850,0.110975,22.260176,-28.169153,767.826172
230,0,-0.004593,-0.013298,0.114347,23.157162,-29.072760,782.411133
231,0,-0.005621,-0.016980,0.114814,24.231709,-29.792467,796.664246
232,0,-0.007178,-0.021801,0.109811,25.334810,-30.815052,810.373413
233,0,-0.006411,-0.025712,0.107359,26.234577,-31.539228,824.340881
234,0,-0.006828,-0.025942,0.109573,27.015450,-32.448521,837.344116
235,0,-0.003913,-0.034885,0.099564,27.578089,-33.479580,851.277710
236,0,-0.003464,-0.036440,0.099463,28.448664,-34.265785,863.337891
237,0,-0.001700,-0.037634,0.100418,29.164255,-35.188328,875.186768
238,0,-0.000238,-0.038525,0.101938,29.865953,-36.075558,886.500000
239,0,-0.000398,-0.041866,0.098095,30.848938,-36.910595,897.173767
240,0,0.000306,-0.044912,0.096518,31.392414,-38.066238,907.463379
241,0,-0.002954,-0.042214,0.112183,31.081703,-38.290417,917.812378
242,0,-0.003489,-0.047908,0.104302,31.738949,-39.284294,928.183594
243,0,-0.006783,-0.046903,0.111585,31.714088,-40.215408,937.188965
244,0,-0.002779,-0.055558,0.084762,33.913456,-42.299488,946.862610
245,0,0.014707,-0.028302,0.143993,31.487320,-46.055649,957.222229
246,0,0.012529,-0.031929,0.135331,31.801369,-46.806202,964.701904
247,0,-0.043698,-0.107151,0.087542,31.953331,-48.471405,977.080811
248,0,-0.034717,-0.093286,0.092009,31.437557,-49.463696,983.852356
249,0,-0.040357,-0.085242,0.090127,30.845140,-51.056702,990.622925
250,0,-0.032032,-0.097683,0.095048,31.170359,-51.878181,996.980652
251,0,-0.036930,-0.091822,0.094343,30.599642,-53.337410,1002.905701
252,0,-0.032237,-0.096922,0.096262,30.466465,-54.425358,1008.245239
253,0,-0.032452,-0.094001,0.096712,29.903690,-55.771156,1013.250610
254,0,-0.038144,-0.085388,0.095949,28.965681,-57.265656,1018.037415
255,0,-0.038976,-0.082955,0.094765,28.216938,-58.485100,1022.353027
256,0,-0.038948,-0.082448,0.094168,27.499453,-59.646374,1026.270752
257,0,-0.043064,-0.079500,0.093094,26.660864,-60.855827,1029.878418
258,0,-0.048451,-0.076498,0.091325,25.714031,-62.094494,1033.089355
259,0,-0.056588,-0.075519,0.089660,24.788975,-63.374332,1035.997559
260,0,-0.059524,-0.069395,0.088864,23.564871,-64.479355,1038.962402
261,0,-0.062423,-0.067462,0.087941,22.493519,-65.440224,1041.441528
262,0,-0.069357,-0.066483,0.084931,21.636312,-66.578812,1043.107300
263,0,-0.072099,-0.063385,0.084314,20.561869,-67.559235,1044.900879
264,0,-0.073896,-0.060116,0.083871,19.490147,-68.347191,1046.279541
265,0,-0.073362,-0.055186,0.084587,18.335594,-68.904442,1047.573730
266,0,-0.076098,-0.055530,0.083760,17.539761,-69.427666,1048.144287
267,0,-0.078408,-0.058446,0.082134,16.796455,-69.930138,1048.347778
268,0,-0.082086,-0.051742,0.080042,15.467875,-70.497749,1048.692505
269,0,-0.084992,-0.053482,0.078634,14.582790,-70.740242,1048.569702
270,0,-0.085114,-0.053378,0.078313,13.547342,-70.759415,1048.401733
271,0,-0.084741,-0.054880,0.077767,12.769955,-70.617943,1047.986694
272,0,-0.079067,-0.051983,0.079008,11.715712,-70.108200,1047.430054
273,0,-0.082145,-0.049852,0.077469,11.052080,-69.913925,1046.288086
274,0,-0.083327,-0.048308,0.076275,10.467166,-69.514946,1045.118530
275,0,-0.073504,-0.039803,0.077660,9.563589,-68.596107,1044.093018
276,0,-0.073886,-0.037929,0.076728,9.222527,-67.897194,1042.455444
277,0,-0.073104,-0.034615,0.075286,8.830912,-67.013969,1040.897583
278,0,-0.065909,-0.029932,0.075653,8.440005,-65.892349,1039.311768
279,0,-0.062552,-0.030026,0.075889,8.255456,-64.693100,1037.426392
280,0,-0.061826,-0.028576,0.073855,8.060189,-63.614681,1035.430176
281,0,-0.050186,-0.025582,0.074794,7.821947,-62.135628,1033.624634
282,0,-0.050005,-0.029123,0.073631,8.090207,-60.924133,1031.056396
283,0,-0.046673,-0.029832,0.072595,8.283760,-59.619789,1028.629639
284,0,-0.043472,-0.035527,0.069441,8.947765,-58.334648,1026.018799
285,0,-0.037716,-0.035459,0.070249,9.335306,-56.822731,1023.473633
286,0,-0.033005,-0.035904,0.070401,9.776159,-55.329731,1020.889648
287,0,-0.029558,-0.038138,0.070214,10.400500,-53.856197,1018.222900
288,0,-0.031257,-0.040711,0.069283,11.213610,-52.580353,1015.240417
289,0,-0.027567,-0.043428,0.070079,11.928828,-51.183582,1012.508057
290,0,-0.022738,-0.048156,0.069876,12.715293,-49.767815,1009.771362
