1.05;-5;
1.1;-32.6;
1.15;-81.5;
1.2;-146.2;
1.25;-220;
1.3;-312;
1.35;-414;
1.4;-526;
1.45;-630;
1.5;-733;
1.55;-851;
1.6;-964;
1.65;-1080;
1.7;-1173;
1.75;-1280;
1.8;-1382;
1.85;-1480;
1.9;-1567;
1.95;-1652;
2;-1704;
1.05;-4.9;
1.1;-34;
1.15;-83;
1.2;-145;
1.25;-219;
1.3;-310;
1.35;-409;
1.4;-510;
1.45;-616;
1.5;-730;
1.55;-840;
1.6;-957;
1.65;-1073;
1.7;-1174;
1.75;-1280;
1.8;-1370;
1.85;-1459;
1.9;-1542;
1.95;-1604;
2;-1670;
